step,time,loss,acc
20000,2019-05-06T16:44:44.108417,4.701639e-02,9.921875e-01
20050,2019-05-06T16:44:45.958437,1.762386e-02,9.921875e-01
20100,2019-05-06T16:44:47.762139,2.220158e-02,9.843750e-01
20150,2019-05-06T16:44:49.561257,3.388020e-02,9.921875e-01
20200,2019-05-06T16:44:51.369823,2.969229e-02,9.921875e-01
20250,2019-05-06T16:44:53.174807,1.662561e-02,9.921875e-01
20300,2019-05-06T16:44:54.970817,3.130702e-02,9.843750e-01
20350,2019-05-06T16:44:56.761416,4.360722e-02,9.843750e-01
20400,2019-05-06T16:44:58.604189,3.170127e-02,9.843750e-01
20450,2019-05-06T16:45:00.428708,5.041546e-02,9.765625e-01
20500,2019-05-06T16:45:02.261869,2.963549e-02,9.843750e-01
20550,2019-05-06T16:45:04.232686,1.460825e-02,1.000000e+00
20600,2019-05-06T16:45:06.062609,2.555800e-02,9.921875e-01
20650,2019-05-06T16:45:07.873010,1.103215e-02,1.000000e+00
20700,2019-05-06T16:45:09.681810,2.075721e-02,9.921875e-01
20750,2019-05-06T16:45:11.483979,1.345297e-02,9.921875e-01
20800,2019-05-06T16:45:13.288532,2.029865e-02,9.921875e-01
20850,2019-05-06T16:45:15.099064,2.040940e-02,9.921875e-01
20900,2019-05-06T16:45:16.899085,2.110438e-02,9.921875e-01
20950,2019-05-06T16:45:18.704375,4.132351e-03,1.000000e+00
21000,2019-05-06T16:45:20.515675,3.990502e-02,9.843750e-01
21050,2019-05-06T16:45:22.363134,2.812817e-02,9.921875e-01
21100,2019-05-06T16:45:24.168691,9.359626e-03,1.000000e+00
21150,2019-05-06T16:45:25.977773,9.388176e-03,1.000000e+00
21200,2019-05-06T16:45:27.778831,2.279621e-03,1.000000e+00
21250,2019-05-06T16:45:29.583415,2.738387e-02,9.921875e-01
21300,2019-05-06T16:45:31.382717,7.988057e-02,9.765625e-01
21350,2019-05-06T16:45:33.194882,1.251360e-02,9.921875e-01
21400,2019-05-06T16:45:34.995239,1.287902e-02,9.921875e-01
21450,2019-05-06T16:45:36.802146,1.006057e-02,9.921875e-01
21500,2019-05-06T16:45:38.609809,1.533877e-02,1.000000e+00
21550,2019-05-06T16:45:40.462224,3.619086e-02,9.843750e-01
21600,2019-05-06T16:45:42.267436,1.544643e-02,9.921875e-01
